TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
1752	Kerg	196612	11		5	7	31	23	18	27		14	4	3312	125	105				2000	7000	33	19			178	187	35	250	50	50	50	50	50	50	50	50			714																			2500																							72	80		1	5	1	3							BD806B	3	1.700000048		1		1									
1753	Berudin	196612	11		5	21	75	55	47	63		37	9	3756	292	291				2500	8000	58	33			143	150	37	320	50	50	50	50	50	50	50	50			1019																			2500																							118	128		1	5	1	3							BD806B	2	1.5		1		1	1								
1754	Bellihart	196612	11		5	16	53	40	34	45		26	7	2694	214	205				2500	7000	48	27			103	108	42	300	50	50	50	50	50	50	50	50			743																			2500																							85	95		1	5	1	3							BD806B	2	1.5		0		1	1								
1755	Shylock	196612	11		5	16	62	47	40	52		31	8	6276	244	238				2500	7000	52	30			340	357	35	300	50	50	50	50	50	50	50	50			1465																			2500																							136	152		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1756	Guldin	196612	11		5	28	106	78	69	88		53	13	6588	418	431				2000	6500	75	42			200	210	42	270	50	50	50	50	50	50	50	50			1700																			2500																							165	180		1	5	1	3							BD806B	2	1.5		0		1	1								
1757	Tracker Drai	196612	11		5	20	71	53	46	59		35	9	604	276	273				2000	6500	56	32			85	89	42	270	50	50	50	50	50	50	50	50			476																			2500																							44	48		1	5	1	3								1	1		0	1	1	1								
1758	Tracker Ein	196612	11		5	17	57	43	35	48		28	7	485	229	221				2000	6500	50	28			68	72	42	270	50	50	50	50	50	50	50	50			393																			2500																							37	41		1	5	1	3								1	1		0	1	1	1								
1759	Tracker Zwei	196612	11		5	19	66	49	42	55		32	8	563	260	255				2000	6500	54	31			79	83	42	270	50	50	50	50	50	50	50	50			446																			2500																							41	45		1	5	1	3								1	1		0	1	1	1								
1760	Low Executor	196612	11		5	36	147	108	95	121		73	18	1743	583	614				2500	7500	97	54			172	180	37	300	50	50	50	50	50	50	50	50			1387																			2500																							93	103		1	5	1	3								1	1		1	1	1	1								
1761	Sharp Executor	196612	11		5	37	156	114	102	128		78	19	1836	605	638				2500	7500	100	56			183	192	37	300	50	50	50	50	50	50	50	50			1468																			2500																							97	107		1	5	1	3								1	1		1	1	1	1								
1762	Slasher Executor	196612	11		5	38	166	120	109	136		83	20	1932	627	663				2500	7500	103	57			194	204	37	300	50	50	50	50	50	50	50	50			1553																			2500																							101	111		1	5	1	3								1	1		1	1	1	1								
1763	Grider Soldier	196612	11		5	34	143	107	92	116		69	18	1566	540	566				3000	8000	92	51			168	176	42	350	50	50	50	50	50	50	50	50			1234																			2500																							86	95		1	5	1	3								1	1		0	1	1	1								
1764	Grider Fighter	196612	11		5	35	153	111	98	123		74	19	1653	561	590				3000	8000	95	53			179	187	42	350	50	50	50	50	50	50	50	50			1309																			2500																							89	99		1	5	1	3								1	1		0	1	1	1								
1765	Grider Brawler	196612	11		5	36	161	116	104	131		78	19	1743	583	614				3000	8000	97	54			188	197	42	350	50	50	50	50	50	50	50	50			1387																			2500																							93	103		1	5	1	3								1	1		0	1	1	1								
1766	Chariot Shooter	196612	11		5	38	158	117	103	130		79	19	1932	627	663				2500	7000	103	57			185	194	37	500	50	50	50	50	50	50	50	50			1553																			2500																							101	111		1	5	1	3								1	1		0	1	1	1								
1767	Chariot Charger	196612	11		5	39	168	123	110	138		84	20	2074	649	688				2500	7000	106	59			196	206	37	500	50	50	50	50	50	50	50	50			1641																			2500																							105	116		1	5	1	3								1	1		0	1	1	1								
1768	Chariot Gladiator	196612	11		5	40	189	138	131	153		100	46	29268	719	765				300	7500	115	64			401	421	30	600	100		50	50	50	50	50	50			8064	215	237																	2500																							432	480		1	5	1	3						1	BDA66B	3	1.5	3	0		1	1								
1769	Peacemaker Lyer	196612	11		5	34	139	102	91	114		69	17	1566	540	566				2500	7500	92	51			163	171	37	240	50	50	50	50	50	50	50	50			1234																			2500																							86	95		1	5	1	3								1	1		0	1	1	1								
1770	Peacemaker Shock	196612	11		5	35	149	108	97	121		74	18	1653	561	590				2500	7500	95	53			174	183	37	240	50	50	50	50	50	50	50	50			1309																			2500																							89	99		1	5	1	3								1	1		0	1	1	1								
1771	Peacemaker Requiem	196612	11		5	36	158	113	104	129		78	19	1743	583	614				2500	7500	97	54			185	194	37	240	50	50	50	50	50	50	50	50			1387																			2500																							93	103		1	5	1	3								1	1		0	1	1	1								
1772	Gold Gatherer Picker	196612	11		5	38	162	122	106	133		81	20	1932	627	663				2500	7500	103	57			189	199	42	300	50	50	50	50	50	50	50	50			1553																			2500																							101	111		1	5	1	3								1	1		0	1	1	1								
1773	Gold Gatherer Mohol	196612	11		5	39	172	128	113	141		86	21	2074	649	688				2500	7500	106	59			201	211	42	300	50	50	50	50	50	50	50	50			1641																			2500																							105	116		1	5	1	3								1	1		0	1	1	1								
1774	Gold Gatherer Walder	196612	11		5	40	183	134	121	149		91	22	2179	672	713				2500	7500	109	60			213	224	42	300	50	50	50	50	50	50	50	50			1731																			2500																							108	120		1	5	1	3								1	1		0	1	1	1								
1775	Forsaken Weaver	196612	11		5	40	174	130	114	142		87	22	2179	672	713				2500	7000	109	60			203	213	47	250	50	50	50	50	50	50	50	50			1731																			2500																							108	120		1	5	1	3								1	1		0	1	1	1								
1776	Forsaken Acrobat	196612	11		5	41	185	137	121	151		92	23	2332	695	739				2500	7000	112	62			215	226	47	250	50	50	50	50	50	50	50	50			1824																			2500																							112	124		1	5	1	3								1	1		0	1	1	1								
1777	Forsaken Rain	196612	11		5	42	194	144	134	157		102	48	14634	719	765				2500	7000	115	64			144	152	47	250	50	50	50	50		100	50	50			4608											155	171							2500																							293	323		1	5	1	3						6	FFFF00	2	1.299999952		0		1	1								
1778	Hollow Burner	196612	11		5	30	118	88	76	97		58	15	1216	457	475				2500	7500	80	45			139	146	42	800	50	50	50	50	50	50	50	50			965																			2500																							72	80		1	5	1	3								1	1		1	1	1	1		1						
1779	Hollow Cracker	196612	11		5	31	126	94	82	103		62	16	1294	477	497				2500	7500	83	47			148	156	42	800	50	50	50	50	50	50	50	50			1027																			2500																							75	83		1	5	1	3								1	1		1	1	1	1		1						
1780	Haken Hollow	196612	11		5	32	147	106	99	120		76	35	18792	540	566				2500	7500	92	51			313	329	35	800		100	50	50	50	50	50	50			5184			168	186															2500																							316	348		1	5	1	3						2	BDA66B	3	1.5	2	1		1	1		1						
1781	Lanternrider Treat	196612	11		5	43	187	138	123	154		94	23	2549	742	791				2500	7500	118	65			218	229	37	550	50	50	50	50	50	50	50	50			2055																			2500																							121	133		1	5	1	3								1	1		0	1	1	1								
1782	Lanternrider Stacato	196612	11		5	44	199	145	131	162		99	24	2616	766	818				2500	7500	121	67			231	243	37	550	50	50	50	50	50	50	50	50			2198																			2500																							124	138		1	5	1	3								1	1		0	1	1	1								
1783	Lanternrider Climax	196612	11		5	45	208	152	144	169		110	51	16692	791	845				2500	7500	124	69			155	163	37	550	100		50	50	50	50	50	50			5637	166	184																	2500																							323	358		1	5	1	3						1	FFFF00	2	1.299999952	3	0		1	1								
1784	Dragger Shooter	196612	11		5	42	181	134	119	149		91	22	2439	719	765				2000	6000	115	64			211	222	37	200	50	50	50	50	50	50	50	50			1920																			2500																							117	129		1	5	1	3								1	1		1	1	1	1								
1785	Dragger Cavalier	196612	11		5	44	199	145	131	162		99	24	2616	766	818				2000	6000	121	67			231	243	37	200	50	50	50	50	50	50	50	50			2198																			2500																							124	138		1	5	1	3								1	1		1	1	1	1								
1786	Nine Vital	196612	11		5	45	223	162	148	182		111	54	36984	840	900						129	73			473	497	30	1000	50	50	50	50	50	50	50	50			11230																			2500																							516	572		1	5	1	3							BDA66B	3	1.5		1			1		1						
1787	Dark Age	196612	11		5	45	215	159	149	175		115	53	36984	840	900				3000	8000	129	73			456	479	30	600	50	50	50	50		50	50	100			11230															244	270			2500																							516	572		1	5	1	3						7	BDA66B	3	1.5		0		1	1								
1788	Guston	196612	11		5	23	95	69	61	79		47	12	10464	362	369				2500	8000	68	39			513	538	30	320	50	50	50	50	50	50	50	50			2393																			2500																							204	228		1	5	1	3							BD806B	3	1.700000048		1		1	1								
1789	Mightthesis Foot	2293764				29	120	92	77	98		58	15	8900	438	453				1500	7000	78	44			226	237	30	100	50	50	50	50	50	50	50	50																						2500																										1	5	1	3											0		1	1								
1790	Fallen Sentry	196612	11		5	17	56	42	35	47		28	14	1116	229	221				1660	4800	50	28			101	106	37	170	50	50	50	50	50	50	50	50			944																			2500																							37	41		1	5	1	3								1	1.600000024		0	1	1									
1791	Baby Dragon	8				1	16	7	8	13		7	5	200	200	200				570	570	21	12			5	8	50	150																																																								9	5	9	3											1		1	1								
1792	Yak	8				1	16	7	8	13		7	5	200	200	200				1300	1300	21	12			5	8	50	150																																																								9	5	9	3											1		1	1								
1793	Panda	8				1	16	7	8	13		7	5	200	200	200				570	570	21	12			5	8	50	150																																																								9	5	9	3											0		1	1								
1794	Tiger	8				1	16	7	8	13		7	5	200	200	200				570	570	21	12			5	8	50	150																																																								9	5	9	3											1		1	1								
1795	August	196612				23	89	68	56	73		43	11	5702	327	329				1500	7000	63	36			169	177	30	100	50	50	50	50	50	50	50	50																						2500																										1	5	1	3											0		1	1								
1796	Mightthesis Wing	2293764				35	154	118	100	126		75	20	12893	561	590				1500	7000	95	53			289	303	30	100	50	50	50	50	50	50	50	50																						2500																										1	5	1	3											0		1	1								
1797	Mightthesis Larva	196612				41	192	147	125	156		94	25	18190	695	739				1500	7000	112	62			358	376	30	100	50	50	50	50	50	50	50	50																						2500																										1	5	1	3											0		1	1								
1800	Rudolf Deer	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1			7200	1	10800			
1801	Kalidan	196612	11		5	30	130	94	86	106		65	16	16836	498	520				2000	6500	86	48			692	727	35	270	50	50	50	50	50	50	50	50			3826																			2500																							288	320		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1802	Lapan	196612	11		5	20	80	60	52	66		40	10	8400	309	310				2000	6500	61	35			433	455	35	270	50	50	50	50	50	50	50	50			1914																			2500																							176	192		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1803	Chest	196612	11		5	19	66	49	42	55		32	8	3378	260	255				2000	6500	54	31			126	132	42	270	50	50	50	50	50	50	50	50			891																			2500																							103	113		1	5	1	3							BD806B	2	1.5		0		1	1								
1804	Gelion	196612	11		5	37	156	114	102	128		78	19	11016	605	638				2500	7500	100	56			292	307	37	300	50	50	50	50	50	50	50	50			2937																			2500																							243	268		1	5	1	3							BD806B	2	1.5		1		1	1								
1805	Bison	196612	11		5	38	178	129	117	146		89	22	26148	672	713				2500	7500	109	60			947	994	30	300	50	50	50	50	50	50	50	50			6059																			2500																							404	444		1	5	1	3							BD806B	3	1.700000048		1		1	1								
1806	Gaurong	196612	11		5	35	153	111	98	123		74	19	9918	561	590				3000	8000	95	53			286	300	42	350	50	50	50	50	50	50	50	50			2618																			2500																							223	248		1	5	1	3							BD806B	2	1.5		0		1	1								
1807	Feio	196612	11		5	36	173	125	112	141		84	21	23184	627	663				3000	8000	103	57			918	964	35	350	50	50	50	50	50	50	50	50			5437																			2500																							372	412		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1808	Manus	196612	11		5	38	162	118	106	133		81	20	11592	627	663				2500	7000	103	57			303	318	37	500	50	50	50	50	50	50	50	50			3107																			2500																							253	278		1	5	1	3							BD806B	2	1.5		0		1	1								
1809	Hericule	196612	11		5	39	183	134	126	148		97	45	27984	695	739				300	7500	112	62			388	407	30	600	100		50	50	50	50	50	50			7663	208	230																	2500																							420	464		1	5	1	3						1	BD806B	3	1.899999976	3	0		1	1								
1810	Hellrider	196612	11		5	34	143	103	93	117		71	17	9396	540	566				2500	7500	92	51			268	281	37	240	50	50	50	50	50	50	50	50			2469																			2500																							215	238		1	5	1	3							BD806B	2	1.5		0		1	1								
1811	Nazdel	196612	11		5	36	170	122	112	139		84	20	23184	627	663				2500	7500	103	57			905	950	30	240	50	50	50	50	50	50	50	50			5437																			2500																							372	412		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1812	Pirpin	196612	11		5	39	172	128	113	141		86	21	12444	649	688				2500	7500	106	59			322	338	42	300	50	50	50	50	50	50	50	50			3281																			2500																							263	290		1	5	1	3							BD806B	2	1.5		0		1	1								
1813	Totin	196612	11		5	40	196	144	129	159		97	24	29268	719	765				2500	7500	115	64			1038	1090	35	300	50	50	50	50	50	50	50	50			6720																			2500																							432	480		1	5	1	3							BD806B	3	1.700000048		0		1	1								
1814	Oroch	196612	11		5	41	185	137	121	151		92	23	13992	695	739				2500	7000	112	62			344	362	47	250	50	50	50	50	50	50	50	50			3649																			2500																							280	310		1	5	1	3							BD806B	2	1.5		0		1	1								
1815	Custer	196612	11		5	42	207	153	143	167		109	51	31392	766	818				2500	7000	121	67			438	460	40	250	50	50	50	50		100	50	50			9231											235	259							2500																							468	516		1	5	1	3						6	BD806B	3	1.899999976		0		1	1								
1816	Haken	196612	11		5	30	121	90	78	99		60	15	7296	457	475				2500	7500	80	45			227	238	42	800	50	50	50	50	50	50	50	50			1929																			2500																							180	200		1	5	1	3							BD806B	2	1.5		1		1	1		1						
1817	Gespen	196612	11		5	31	141	102	95	115		73	34	17388	519	543				2500	7500	89	50			301	316	35	800		100	50	50	50	50	50	50			4879			162	179															2500																							300	332		1	5	1	3						2	BD806B	3	1.899999976	2	1		1	1		1						
1818	Wizden	196612	11		5	80	192	141	126	157		96		792561	742	791						118				2500	2560	37	550	100	100	100	100	100	100	100	100			473130																			2500																							15000	16000		1	5	1	3							2EFF00	5	1.899999976		0		1	1								
1819	Paulo	196612	11		5	45	221	162	154	179		117	54	36984	840	900				2500	7500	129	73			468	491	30	550	100		50	50	50	50	50	50			11230	251	277																	2500																							516	572		1	5	1	3						1	BD806B	3	1.899999976	3	0		1	1								
1820	Tirphon	196612	11		5	76	186	136	122	152		93		674918	719	765						115				2000	2100	37	200	100	100	100	100	100	100	100	100			400740																			2500																							14500	15000		1	5	1	3							2EFF00	5	1.899999976		1		1	1								
1821	Kelberon	196612	11		5	44	217	157	143	176		108	52	34848	815	872				2000	6000	126	71			459	482	30	200	50	50	50	50	50	50	50	50			10531																			2500																							496	552		1	5	1	3							BD806B	3	1.899999976		1		1	1								
1822	Lychen	196612	11		5	45	217	174	154	176		117	58	36984	840	900				5200	6700	129	73			461	484	45	800	50	50	100		50	50	50	50			11230							247	273											2500																							516	572		1	5	1	3						3	BD806B	3	1.899999976	5	0		1	1		1						
1823	Murad	196612	11		5	9	38	29	23	32		18	10	3684	148	131				5200	6700	37	21			84	88	45	800	50	50	100		50	50	50	50			1267							45	49											2500																							84	92		1	5	1	3						3	BD806B	3	1.899999976	5	0		1	1		1						
1824	DragonScion Guard	196625	4			120	500	500	500	500	500	500	2000	500000	50000	50000				2000	7000	1000	1000			25000	30000	65	250	100	100	100	100	100																																																													77A0FE				0		1	1								
1825	Fallen Sniper	196612	11		5	18	60	47	39	51		30	16	1203	244	238				1660	5300	52	30			109	114	42	800	50	50	50	50	50	50	50	50			1005																			2500																							39	43		1	5	1	3								1	1.600000024		0	1	1	1		1						
1826	Scream Zombie	196612	11		5	19	66	50	42	56		33	17	1295	260	255				2070	5500	54	31			119	125	42	200	50	50	50	50	50	50	50	50			1069																			2500																							41	45		1	5	1	3								1	1.600000024		0	1	1	1								
1827	Fallen Sage	196612	11		5	20	71	54	45	59		35	18	1389	276	273				1660	5800	56	32			126	133	42	800	50	50	50	50	50	50	50	50			1142																			2500																							44	48		1	5	1	3								1	1.600000024		0	1	1	1		1						
